Timestamp,NIFTY_LTP,ATM_Strike,Expiry,Option,LTP,IV,Delta,Gamma,Theta,Vega,Rho,OI,OI_Change,Volume
2025-12-29 11:45:34,25974.3,25950,2025-12-30,PE,33.3,9.05,-0.3670,0.002800,-21.5603,5.5086,-0.3607,11513100,5832000,177437475
2025-12-29 11:45:40,25974.0,25950,2025-12-30,CE,75.4,8.61,0.6403,0.003000,-20.3666,5.4709,0.5137,7125225,5883750,54213075
2025-12-29 11:45:40,25974.0,25950,2025-12-30,PE,33.45,9.03,-0.3659,0.002800,-21.5039,5.5032,-0.3612,11513100,5832000,177473325
2025-12-29 11:45:45,25976.45,26000,2025-12-30,CE,47.45,8.91,0.4713,0.003100,-22.4341,5.8197,0.3893,32624475,21450175,195173175
2025-12-29 11:45:45,25976.45,26000,2025-12-30,PE,55.35,8.67,-0.5295,0.003100,-21.8160,5.8188,-0.4849,21308700,6353275,322218600
2025-12-29 11:45:50,25975.95,26000,2025-12-30,CE,47.9,8.82,0.4750,0.003100,-22.2192,5.8234,0.3875,32624475,21450175,195449325
2025-12-29 11:45:50,25975.95,26000,2025-12-30,PE,54.85,8.74,-0.5252,0.003100,-22.0261,5.8232,-0.4858,21308700,6353275,322423500
2025-12-29 11:45:56,25975.3,26000,2025-12-30,CE,47.65,8.82,0.4794,0.003100,-22.2347,5.8272,0.3858,32624475,21450175,195564600
2025-12-29 11:45:56,25975.3,26000,2025-12-30,PE,55.15,8.71,-0.5209,0.003100,-21.9646,5.8270,-0.4876,21308700,6353275,322527600
2025-12-29 11:46:01,25976.5,26000,2025-12-30,CE,47.85,8.93,0.4735,0.003000,-22.4839,5.8214,0.3895,32624475,21450175,195711975
2025-12-29 11:46:01,25976.5,26000,2025-12-30,PE,54.75,8.64,-0.5274,0.003200,-21.7501,5.8205,-0.4848,21308700,6353275,322663800
2025-12-29 11:46:07,25978.7,26000,2025-12-30,CE,48.65,9.02,0.4723,0.003000,-22.7099,5.8200,0.3955,32624475,21450175,195959250
2025-12-29 11:46:07,25978.7,26000,2025-12-30,PE,53.4,8.48,-0.5296,0.003200,-21.3578,5.8180,-0.4797,21308700,6353275,323053125
2025-12-29 11:46:12,25979.9,26000,2025-12-30,CE,48.5,8.96,0.4764,0.003000,-22.5728,5.8240,0.3983,32624475,21450175,196189875
2025-12-29 11:46:12,25979.9,26000,2025-12-30,PE,53.85,8.54,-0.5249,0.003200,-21.5304,5.8229,-0.4762,21308700,6353275,323354775
2025-12-29 11:46:18,25980.85,26000,2025-12-30,CE,48.65,8.94,0.4787,0.003000,-22.5432,5.8260,0.4006,32624475,21450175,196339575
2025-12-29 11:46:18,25980.85,26000,2025-12-30,PE,53.7,8.54,-0.5223,0.003200,-21.5398,5.8251,-0.4736,21308700,6353275,323512125
2025-12-29 11:46:23,25980.4,26000,2025-12-30,CE,48.9,8.97,0.4779,0.003000,-22.6179,5.8251,0.3996,32624475,21450175,196591425
2025-12-29 11:46:23,25980.4,26000,2025-12-30,PE,53.2,8.54,-0.5233,0.003200,-21.5371,5.8241,-0.4748,21308700,6353275,323787825
2025-12-29 11:46:29,25980.95,26000,2025-12-30,CE,49.05,8.88,0.4823,0.003100,-22.4012,5.8285,0.4006,32624475,21450175,196903200
2025-12-29 11:46:29,25980.95,26000,2025-12-30,PE,52.9,8.54,-0.5185,0.003200,-21.5525,5.8280,-0.4733,21308700,6353275,324085875
2025-12-29 11:46:34,25979.6,26000,2025-12-30,CE,49.05,8.48,0.4977,0.003200,-21.4260,5.8351,0.3953,32624475,21450175,197194200
2025-12-29 11:46:34,25979.6,26000,2025-12-30,PE,52.75,8.93,-0.5021,0.003100,-22.5436,5.8352,-0.4752,21308700,6353275,324344025
2025-12-29 11:46:39,25978.65,26000,2025-12-30,CE,49.25,8.76,0.4882,0.003100,-22.1082,5.8318,0.3941,32624475,21450175,197402550
2025-12-29 11:46:39,25978.65,26000,2025-12-30,PE,52.2,8.67,-0.5119,0.003100,-21.8769,5.8318,-0.4788,21308700,6353275,324518625
2025-12-29 11:46:45,25981.7,26000,2025-12-30,CE,49.35,8.73,0.4910,0.003100,-22.0365,5.8330,0.4020,32624475,21450175,197708400
2025-12-29 11:46:45,25981.7,26000,2025-12-30,PE,52.2,8.70,-0.5091,0.003100,-21.9594,5.8329,-0.4706,21308700,6353275,324860175
2025-12-29 11:46:50,25983.0,26000,2025-12-30,CE,49.35,8.58,0.4975,0.003200,-21.6586,5.8346,0.4049,32624475,21450175,197931000
2025-12-29 11:46:50,25983.0,26000,2025-12-30,PE,52.15,8.83,-0.5024,0.003100,-22.3138,5.8347,-0.4667,21308700,6353275,325070475
2025-12-29 11:46:56,25983.0,26000,2025-12-30,CE,49.7,8.85,0.4877,0.003100,-22.3400,5.8311,0.4057,32624475,21450175,198172725
2025-12-29 11:46:56,25983.0,26000,2025-12-30,PE,51.55,8.54,-0.5128,0.003200,-21.5688,5.8309,-0.4677,21308700,6353275,325552875
2025-12-29 11:47:01,25982.2,26000,2025-12-30,CE,50.25,8.93,0.4860,0.003100,-22.5295,5.8300,0.4039,32906400,21732100,198619125
2025-12-29 11:47:01,25982.2,26000,2025-12-30,PE,50.6,8.44,-0.5149,0.003200,-21.2953,5.8296,-0.4702,20757675,5802250,325978500
2025-12-29 11:47:06,25982.5,26000,2025-12-30,CE,50.4,8.88,0.4915,0.003100,-22.4253,5.8324,0.4045,32906400,21732100,199329975
2025-12-29 11:47:06,25982.5,26000,2025-12-30,PE,50.9,8.45,-0.5091,0.003200,-21.3457,5.8322,-0.4693,20757675,5802250,327254700
2025-12-29 11:47:12,25982.4,26000,2025-12-30,CE,50.25,8.83,0.4927,0.003100,-22.3119,5.8327,0.4040,32906400,21732100,199587825
2025-12-29 11:47:12,25982.4,26000,2025-12-30,PE,50.9,8.47,-0.5077,0.003200,-21.3866,5.8326,-0.4695,20757675,5802250,327522975
2025-12-29 11:47:17,25982.25,26000,2025-12-30,CE,50.45,8.71,0.4972,0.003100,-22.0087,5.8337,0.4032,32906400,21732100,199744050
2025-12-29 11:47:17,25982.25,26000,2025-12-30,PE,50.85,8.64,-0.5028,0.003200,-21.8159,5.8337,-0.4692,20757675,5802250,327658350
2025-12-29 11:47:23,25984.05,26000,2025-12-30,CE,50.35,8.77,0.4960,0.003100,-22.1625,5.8333,0.4081,32906400,21732100,199909275
2025-12-29 11:47:23,25984.05,26000,2025-12-30,PE,50.85,8.58,-0.5041,0.003200,-21.6613,5.8333,-0.4646,20757675,5802250,327800700
2025-12-29 11:47:28,25983.8,26000,2025-12-30,CE,50.85,8.70,0.4985,0.003100,-21.9719,5.8336,0.4072,32906400,21732100,200206275
2025-12-29 11:47:28,25983.8,26000,2025-12-30,PE,50.0,8.64,-0.5016,0.003200,-21.8177,5.8336,-0.4650,20757675,5802250,328074825
2025-12-29 11:47:34,25984.05,26000,2025-12-30,CE,51.15,8.88,0.4949,0.003100,-22.4323,5.8328,0.4084,32906400,21732100,200521200
2025-12-29 11:47:34,25984.05,26000,2025-12-30,PE,49.6,8.45,-0.5055,0.003200,-21.3528,5.8327,-0.4650,20757675,5802250,328491225
2025-12-29 11:47:39,25981.25,26000,2025-12-30,CE,50.15,8.93,0.4967,0.003100,-22.5501,5.8330,0.4013,32906400,21732100,200933100
2025-12-29 11:47:39,25981.25,26000,2025-12-30,PE,50.85,8.38,-0.5036,0.003300,-21.1622,5.8330,-0.4728,20757675,5802250,328764375
2025-12-29 11:47:45,25987.1,26000,2025-12-30,CE,51.0,8.74,0.4982,0.003100,-22.0891,5.8331,0.4160,32906400,21732100,201199500
2025-12-29 11:47:45,25987.1,26000,2025-12-30,PE,49.85,8.56,-0.5019,0.003200,-21.6264,5.8331,-0.4563,20757675,5802250,328875075
2025-12-29 11:47:50,25988.15,26000,2025-12-30,CE,51.15,8.73,0.5010,0.003100,-22.0520,5.8332,0.4187,32906400,21732100,201564375
2025-12-29 11:47:50,25988.15,26000,2025-12-30,PE,49.6,8.58,-0.4990,0.003200,-21.6664,5.8332,-0.4535,20757675,5802250,329038275
2025-12-29 11:47:56,25984.95,26000,2025-12-30,CE,51.15,8.77,0.5010,0.003100,-22.1682,5.8331,0.4103,32906400,21732100,201773475
2025-12-29 11:47:56,25984.95,26000,2025-12-30,PE,49.5,8.48,-0.4990,0.003200,-21.4356,5.8331,-0.4623,20757675,5802250,329186250
2025-12-29 11:48:02,25985.35,26000,2025-12-30,CE,50.9,8.70,0.5010,0.003100,-21.9765,5.8328,0.4112,32906400,21732100,202193925
2025-12-29 11:48:02,25985.35,26000,2025-12-30,PE,50.2,8.61,-0.4990,0.003200,-21.7452,5.8328,-0.4609,20757675,5802250,329523150
2025-12-29 11:48:07,25985.1,26000,2025-12-30,CE,50.85,8.79,0.4982,0.003100,-22.2075,5.8324,0.4107,32906400,21732100,202351050
2025-12-29 11:48:07,25985.1,26000,2025-12-30,PE,50.1,8.51,-0.5019,0.003200,-21.5135,5.8324,-0.4618,20757675,5802250,329635875
2025-12-29 11:48:13,25986.45,26000,2025-12-30,CE,50.75,8.22,0.5188,0.003300,-20.7636,5.8272,0.4129,32906400,21732100,202453875
2025-12-29 11:48:13,25986.45,26000,2025-12-30,PE,50.15,9.03,-0.4827,0.003000,-22.8092,5.8282,-0.4569,20757675,5802250,329747550
2025-12-29 11:48:18,25986.15,26000,2025-12-30,CE,50.8,8.35,0.5140,0.003300,-21.0816,5.8297,0.4124,32906400,21732100,202592175
2025-12-29 11:48:18,25986.15,26000,2025-12-30,PE,50.2,8.96,-0.4868,0.003000,-22.6248,5.8301,-0.4578,20757675,5802250,329839800
2025-12-29 11:48:24,25984.5,26000,2025-12-30,CE,50.7,8.39,0.5120,0.003200,-21.2008,5.8304,0.4079,32906400,21732100,202738050
2025-12-29 11:48:24,25984.5,26000,2025-12-30,PE,50.25,8.87,-0.4885,0.003100,-22.3966,5.8306,-0.4623,20757675,5802250,329929875
2025-12-29 11:48:29,25986.25,26000,2025-12-30,CE,50.7,8.56,0.5057,0.003200,-21.6313,5.8318,0.4131,32906400,21732100,202888500
2025-12-29 11:48:29,25986.25,26000,2025-12-30,PE,50.25,8.71,-0.4943,0.003100,-22.0169,5.8318,-0.4581,20757675,5802250,330043050
2025-12-29 11:48:35,25986.65,26000,2025-12-30,CE,50.75,8.26,0.5171,0.003300,-20.8463,5.8277,0.4135,32906400,21732100,202969575
2025-12-29 11:48:35,25986.65,26000,2025-12-30,PE,50.2,9.06,-0.4842,0.003000,-22.8918,5.8285,-0.4563,20757675,5802250,330116850
2025-12-29 11:48:40,25986.4,26000,2025-12-30,CE,50.55,8.54,0.5057,0.003200,-21.5938,5.8315,0.4134,32906400,21732100,203078100
2025-12-29 11:48:40,25986.4,26000,2025-12-30,PE,50.3,8.74,-0.4943,0.003100,-22.0951,5.8316,-0.4576,20757675,5802250,330222675
2025-12-29 11:48:46,25984.95,26000,2025-12-30,CE,50.9,8.26,0.5168,0.003300,-20.8480,5.8276,0.4087,32906400,21732100,203189850
2025-12-29 11:48:46,25984.95,26000,2025-12-30,PE,49.8,9.03,-0.4845,0.003000,-22.8163,5.8283,-0.4606,20757675,5802250,330339975
2025-12-29 11:48:51,25985.3,26000,2025-12-30,CE,51.3,8.42,0.5120,0.003200,-21.2811,5.8295,0.4101,32906400,21732100,203482950
2025-12-29 11:48:51,25985.3,26000,2025-12-30,PE,49.0,8.87,-0.4885,0.003100,-22.3999,5.8297,-0.4601,20757675,5802250,330684225
2025-12-29 11:48:57,25987.45,26000,2025-12-30,CE,51.3,8.91,0.4964,0.003100,-22.5203,5.8306,0.4169,32906400,21732100,203651100
2025-12-29 11:48:57,25987.45,26000,2025-12-30,PE,49.45,8.30,-0.5040,0.003300,-20.9776,5.8306,-0.4557,20757675,5802250,330836025
2025-12-29 11:49:02,25986.35,26000,2025-12-30,CE,51.05,8.68,0.5047,0.003100,-21.9441,5.8309,0.4135,32906400,21732100,203827425
2025-12-29 11:49:02,25986.35,26000,2025-12-30,PE,49.55,8.56,-0.4952,0.003200,-21.6355,5.8309,-0.4580,20757675,5802250,330935625
2025-12-29 11:49:08,25987.75,26000,2025-12-30,CE,51.05,8.74,0.5010,0.003100,-22.0994,5.8309,0.4174,32906400,21732100,203941725
2025-12-29 11:49:08,25987.75,26000,2025-12-30,PE,49.25,8.51,-0.4990,0.003200,-21.5209,5.8309,-0.4544,20757675,5802250,331034775
2025-12-29 11:49:13,25988.2,26000,2025-12-30,CE,51.3,8.76,0.5010,0.003100,-22.1385,5.8307,0.4186,32906400,21732100,204044775
2025-12-29 11:49:13,25988.2,26000,2025-12-30,PE,49.25,8.47,-0.4991,0.003200,-21.4057,5.8308,-0.4532,20757675,5802250,331120500
2025-12-29 11:49:18,25988.2,26000,2025-12-30,CE,51.1,8.51,0.5106,0.003200,-21.5170,5.8292,0.4181,32906400,21732100,204168375
2025-12-29 11:49:18,25988.2,26000,2025-12-30,PE,49.15,8.71,-0.4896,0.003100,-22.0185,5.8293,-0.4527,20757675,5802250,331246275
2025-12-29 11:49:24,25987.5,26000,2025-12-30,CE,51.1,8.50,0.5119,0.003200,-21.4773,5.8287,0.4161,32906400,21732100,204324900
2025-12-29 11:49:24,25987.5,26000,2025-12-30,PE,49.25,8.70,-0.4884,0.003100,-21.9789,5.8288,-0.4546,20757675,5802250,331340850
2025-12-29 11:49:30,25988.85,26000,2025-12-30,CE,51.35,8.50,0.5119,0.003200,-21.4773,5.8287,0.4198,32906400,21732100,204438450
2025-12-29 11:49:30,25988.85,26000,2025-12-30,PE,48.95,8.70,-0.4884,0.003100,-21.9789,5.8288,-0.4510,20757675,5802250,331466850
2025-12-29 11:49:36,25989.7,26000,2025-12-30,CE,52.0,8.54,0.5105,0.003200,-21.5958,5.8288,0.4221,32906400,21732100,204752025
2025-12-29 11:49:36,25989.7,26000,2025-12-30,PE,48.05,8.70,-0.4896,0.003100,-21.9816,5.8289,-0.4487,20757675,5802250,331618875
2025-12-29 11:49:43,25988.9,26000,2025-12-30,CE,51.95,8.45,0.5171,0.003200,-21.3544,5.8258,0.4198,32906400,21732100,205015950
2025-12-29 11:49:43,25988.9,26000,2025-12-30,PE,48.25,8.70,-0.4833,0.003100,-21.9721,5.8261,-0.4508,20757675,5802250,331804275
2025-12-29 11:49:50,25989.15,26000,2025-12-30,CE,51.45,8.53,0.5170,0.003200,-21.5486,5.8256,0.4206,32906400,21732100,205475850
2025-12-29 11:49:50,25989.15,26000,2025-12-30,PE,48.85,8.64,-0.4832,0.003200,-21.8188,5.8257,-0.4502,20757675,5802250,332304150
2025-12-29 11:49:57,25986.7,26000,2025-12-30,CE,51.25,8.44,0.5171,0.003200,-21.3174,5.8253,0.4137,32906400,21732100,205651500
2025-12-29 11:49:57,25986.7,26000,2025-12-30,PE,49.1,8.79,-0.4835,0.003100,-22.2054,5.8257,-0.4564,20757675,5802250,332430075
2025-12-29 11:50:04,25987.25,26000,2025-12-30,CE,51.05,8.42,0.5139,0.003200,-21.2858,5.8267,0.4151,32932950,21758650,206023800
2025-12-29 11:50:04,25987.25,26000,2025-12-30,PE,49.1,8.77,-0.4866,0.003100,-22.1736,5.8269,-0.4549,21164850,6209425,332689050
2025-12-29 11:50:09,25988.5,26000,2025-12-30,CE,51.0,8.53,0.5106,0.003200,-21.5610,5.8278,0.4187,32932950,21758650,206276700
2025-12-29 11:50:09,25988.5,26000,2025-12-30,PE,49.3,8.68,-0.4896,0.003100,-21.9469,5.8278,-0.4518,21164850,6209425,332836425
2025-12-29 11:50:17,25989.3,26000,2025-12-30,CE,51.35,8.50,0.5106,0.003200,-21.4849,5.8275,0.4208,32932950,21758650,206467875
2025-12-29 11:50:17,25989.3,26000,2025-12-30,PE,49.05,8.70,-0.4896,0.003100,-21.9866,5.8276,-0.4496,21164850,6209425,333002025
2025-12-29 11:50:23,25987.65,26000,2025-12-30,CE,51.55,8.18,0.5243,0.003300,-20.6476,5.8195,0.4156,32932950,21758650,206576250
2025-12-29 11:50:23,25987.65,26000,2025-12-30,PE,48.85,8.99,-0.4777,0.003000,-22.6958,5.8212,-0.4534,21164850,6209425,333082350
2025-12-29 11:50:28,25987.25,26000,2025-12-30,CE,50.95,8.36,0.5176,0.003300,-21.1274,5.8240,0.4149,32932950,21758650,206716650
2025-12-29 11:50:28,25987.25,26000,2025-12-30,PE,49.6,8.80,-0.4832,0.003100,-22.2473,5.8245,-0.4548,21164850,6209425,333175050
2025-12-29 11:50:34,25987.55,26000,2025-12-30,CE,50.85,8.48,0.5106,0.003200,-21.4479,5.8270,0.4159,32932950,21758650,206793450
2025-12-29 11:50:34,25987.55,26000,2025-12-30,PE,49.6,8.77,-0.4897,0.003100,-22.1812,5.8272,-0.4540,21164850,6209425,333268350
2025-12-29 11:50:40,25988.1,26000,2025-12-30,CE,51.0,8.32,0.5173,0.003300,-21.0133,5.8239,0.4171,32932950,21758650,206917725
2025-12-29 11:50:40,25988.1,26000,2025-12-30,PE,49.45,8.91,-0.4837,0.003100,-22.5194,5.8245,-0.4523,21164850,6209425,333361650
2025-12-29 11:50:46,25989.0,26000,2025-12-30,CE,51.1,8.35,0.5153,0.003300,-21.0948,5.8248,0.4196,32932950,21758650,206975475
2025-12-29 11:50:46,25989.0,26000,2025-12-30,PE,49.4,8.90,-0.4855,0.003100,-22.4848,5.8253,-0.4500,21164850,6209425,333437925
2025-12-29 11:50:51,25988.15,26000,2025-12-30,CE,51.2,8.59,0.5073,0.003200,-21.7228,5.8274,0.4177,32932950,21758650,207026925
2025-12-29 11:50:51,25988.15,26000,2025-12-30,PE,49.35,8.64,-0.4927,0.003200,-21.8385,5.8275,-0.4526,21164850,6209425,333510600
2025-12-29 11:50:56,25987.4,26000,2025-12-30,CE,51.25,8.21,0.5225,0.003300,-20.7327,5.8200,0.4148,32932950,21758650,207134100
2025-12-29 11:50:56,25987.4,26000,2025-12-30,PE,49.25,8.97,-0.4792,0.003000,-22.6648,5.8214,-0.4539,21164850,6209425,333578100
2025-12-29 11:51:02,25986.75,26000,2025-12-30,CE,50.65,8.21,0.5222,0.003300,-20.7346,5.8199,0.4130,32932950,21758650,207448650
2025-12-29 11:51:02,25986.75,26000,2025-12-30,PE,50.0,9.06,-0.4797,0.003000,-22.8986,5.8214,-0.4554,21164850,6209425,333857250
2025-12-29 11:51:08,25984.65,26000,2025-12-30,CE,50.65,8.22,0.5202,0.003300,-20.7788,5.8212,0.4071,32932950,21758650,207665325
2025-12-29 11:51:08,25984.65,26000,2025-12-30,PE,50.15,9.06,-0.4815,0.003000,-22.9037,5.8224,-0.4607,21164850,6209425,333995400
2025-12-29 11:51:14,25985.35,26000,2025-12-30,CE,50.5,8.51,0.5067,0.003200,-21.5329,5.8268,0.4099,32932950,21758650,207883125
2025-12-29 11:51:14,25985.35,26000,2025-12-30,PE,50.35,8.77,-0.4934,0.003100,-22.1890,5.8269,-0.4596,21164850,6209425,334155975
2025-12-29 11:51:19,25983.1,26000,2025-12-30,CE,50.4,8.33,0.5131,0.003300,-21.0636,5.8248,0.4031,32932950,21758650,208071750
2025-12-29 11:51:19,25983.1,26000,2025-12-30,PE,50.6,8.96,-0.4877,0.003000,-22.6467,5.8252,-0.4649,21164850,6209425,334303800
2025-12-29 11:51:25,25981.15,26000,2025-12-30,CE,50.35,8.67,0.5010,0.003200,-21.9215,5.8269,0.3991,32932950,21758650,208216800
2025-12-29 11:51:25,25981.15,26000,2025-12-30,PE,50.45,8.65,-0.4990,0.003200,-21.8828,5.8269,-0.4711,21164850,6209425,334508175
2025-12-29 11:51:30,25983.3,26000,2025-12-30,CE,50.8,8.48,0.5074,0.003200,-21.4569,5.8262,0.4042,32932950,21758650,208452675
2025-12-29 11:51:30,25983.3,26000,2025-12-30,PE,50.15,8.83,-0.4928,0.003100,-22.3447,5.8263,-0.4648,21164850,6209425,334755975
2025-12-29 11:51:36,25982.85,26000,2025-12-30,CE,50.25,8.50,0.5074,0.003200,-21.4961,5.8261,0.4030,32932950,21758650,208596450
2025-12-29 11:51:36,25982.85,26000,2025-12-30,PE,50.5,8.82,-0.4928,0.003100,-22.3067,5.8262,-0.4659,21164850,6209425,334901250
2025-12-29 11:51:41,25982.5,26000,2025-12-30,CE,50.2,8.90,0.4933,0.003100,-22.4968,5.8251,0.4034,32932950,21758650,208686300
2025-12-29 11:51:41,25982.5,26000,2025-12-30,PE,50.45,8.42,-0.5072,0.003200,-21.3001,5.8250,-0.4683,21164850,6209425,335028300
2025-12-29 11:51:47,25984.2,26000,2025-12-30,CE,50.6,8.62,0.5006,0.003200,-21.8084,5.8262,0.4070,32932950,21758650,208879050
2025-12-29 11:51:47,25984.2,26000,2025-12-30,PE,50.3,8.70,-0.4993,0.003100,-22.0013,5.8262,-0.4627,21164850,6209425,335305575
2025-12-29 11:51:52,25982.1,26000,2025-12-30,CE,50.0,8.65,0.5016,0.003200,-21.8862,5.8261,0.4015,32932950,21758650,209144700
2025-12-29 11:51:52,25982.1,26000,2025-12-30,PE,50.8,8.65,-0.4984,0.003200,-21.8862,5.8261,-0.4684,21164850,6209425,335432625
2025-12-29 11:51:58,25983.95,26000,2025-12-30,CE,50.05,8.68,0.4997,0.003100,-21.9636,5.8258,0.4064,32932950,21758650,209267850
2025-12-29 11:51:58,25983.95,26000,2025-12-30,PE,50.9,8.61,-0.5003,0.003200,-21.7706,5.8258,-0.4636,21164850,6209425,335547075
2025-12-29 11:52:03,25982.25,26000,2025-12-30,CE,49.75,8.71,0.4978,0.003100,-22.0406,5.8255,0.4020,32932950,21758650,209441550
2025-12-29 11:52:03,25982.25,26000,2025-12-30,PE,51.15,8.62,-0.5022,0.003200,-21.8089,5.8255,-0.4681,21164850,6209425,335766750
2025-12-29 11:52:09,25982.5,26000,2025-12-30,CE,49.6,8.38,0.5075,0.003300,-21.1909,5.8251,0.4015,32932950,21758650,209607825
2025-12-29 11:52:09,25982.5,26000,2025-12-30,PE,51.1,8.94,-0.4929,0.003100,-22.6194,5.8252,-0.4663,21164850,6209425,335908725
2025-12-29 11:52:14,25982.65,26000,2025-12-30,CE,49.8,8.73,0.4928,0.003100,-22.0757,5.8240,0.4031,32932950,21758650,209730000
2025-12-29 11:52:14,25982.65,26000,2025-12-30,PE,51.05,8.56,-0.5073,0.003200,-21.6509,5.8239,-0.4672,21164850,6209425,336173250
2025-12-29 11:52:19,25980.9,26000,2025-12-30,CE,49.2,8.83,0.4895,0.003100,-22.3414,5.8225,0.3989,32932950,21758650,209828700
2025-12-29 11:52:19,25980.9,26000,2025-12-30,PE,51.4,8.45,-0.5110,0.003200,-21.3759,5.8223,-0.4723,21164850,6209425,336326025
2025-12-29 11:52:26,25980.9,26000,2025-12-30,CE,49.15,8.82,0.4889,0.003100,-22.3022,5.8221,0.3988,32932950,21758650,210040425
2025-12-29 11:52:26,25980.9,26000,2025-12-30,PE,51.8,8.47,-0.5116,0.003200,-21.4139,5.8219,-0.4722,21164850,6209425,336472800
2025-12-29 11:52:31,25980.9,26000,2025-12-30,CE,48.65,8.45,0.5009,0.003200,-21.3881,5.8250,0.3973,32932950,21758650,210381075
2025-12-29 11:52:31,25980.9,26000,2025-12-30,PE,52.15,8.83,-0.4990,0.003100,-22.3532,5.8250,-0.4708,21164850,6209425,336793950
2025-12-29 11:52:36,25981.65,26000,2025-12-30,CE,48.7,8.50,0.4977,0.003200,-21.5034,5.8246,0.3995,32932950,21758650,210539475
2025-12-29 11:52:36,25981.65,26000,2025-12-30,PE,52.25,8.83,-0.5021,0.003100,-22.3527,5.8246,-0.4688,21164850,6209425,336993900
2025-12-29 11:52:42,25981.95,26000,2025-12-30,CE,48.4,8.56,0.4946,0.003200,-21.6564,5.8236,0.4005,32932950,21758650,210801675
2025-12-29 11:52:42,25981.95,26000,2025-12-30,PE,52.95,8.77,-0.5052,0.003100,-22.1969,5.8237,-0.4682,21164850,6209425,337406025
2025-12-29 11:52:47,25981.15,26000,2025-12-30,CE,48.05,8.61,0.4905,0.003200,-21.7675,5.8221,0.3986,32932950,21758650,211211550
2025-12-29 11:52:47,25981.15,26000,2025-12-30,PE,52.95,8.74,-0.5093,0.003100,-22.1150,5.8221,-0.4704,21164850,6209425,337668525
2025-12-29 11:52:52,25980.6,26000,2025-12-30,CE,48.55,8.54,0.4904,0.003200,-21.6135,5.8219,0.3968,32932950,21758650,211454025
2025-12-29 11:52:52,25980.6,26000,2025-12-30,PE,52.55,8.79,-0.5093,0.003100,-22.2315,5.8220,-0.4716,21164850,6209425,337878300
2025-12-29 11:52:58,25981.5,26000,2025-12-30,CE,49.1,8.47,0.4945,0.003200,-21.4263,5.8232,0.3989,32948625,21774325,211586550
2025-12-29 11:52:58,25981.5,26000,2025-12-30,PE,52.05,8.90,-0.5051,0.003100,-22.5075,5.8233,-0.4688,21701850,6746425,338119950
2025-12-29 11:53:03,25980.5,26000,2025-12-30,CE,48.8,8.90,0.4838,0.003100,-22.4883,5.8180,0.3979,32948625,21774325,211673850
2025-12-29 11:53:03,25980.5,26000,2025-12-30,PE,52.3,8.41,-0.5173,0.003200,-21.2516,5.8173,-0.4734,21701850,6746425,338248575
2025-12-29 11:53:09,25981.65,26000,2025-12-30,CE,49.1,8.90,0.4816,0.003100,-22.4830,5.8163,0.4009,32948625,21774325,211811550
2025-12-29 11:53:09,25981.65,26000,2025-12-30,PE,52.3,8.47,-0.5194,0.003200,-21.4006,5.8156,-0.4700,21701850,6746425,338400975
2025-12-29 11:53:14,25982.35,26000,2025-12-30,CE,49.45,8.91,0.4841,0.003100,-22.5289,5.8179,0.4027,32948625,21774325,211887375
2025-12-29 11:53:14,25982.35,26000,2025-12-30,PE,51.8,8.47,-0.5168,0.003200,-21.4081,5.8173,-0.4681,21701850,6746425,338516400
2025-12-29 11:53:19,25980.7,26000,2025-12-30,CE,49.45,8.91,0.4851,0.003100,-22.5317,5.8183,0.3984,32948625,21774325,211977675
2025-12-29 11:53:19,25980.7,26000,2025-12-30,PE,52.05,8.45,-0.5159,0.003200,-21.3723,5.8178,-0.4726,21701850,6746425,338604225
2025-12-29 11:53:25,25982.45,26000,2025-12-30,CE,49.3,8.85,0.4874,0.003100,-22.3832,5.8196,0.4027,32948625,21774325,212071500
2025-12-29 11:53:25,25982.45,26000,2025-12-30,PE,52.1,8.54,-0.5131,0.003200,-21.6104,5.8193,-0.4675,21701850,6746425,338672250
2025-12-29 11:53:30,25984.25,26000,2025-12-30,CE,50.0,8.90,0.4850,0.003100,-22.4942,5.8180,0.4075,32948625,21774325,212200575
2025-12-29 11:53:30,25984.25,26000,2025-12-30,PE,51.25,8.51,-0.5157,0.003200,-21.5280,5.8176,-0.4628,21701850,6746425,338834775
2025-12-29 11:53:36,25982.2,26000,2025-12-30,CE,49.5,8.99,0.4852,0.003000,-22.7266,5.8180,0.4025,32948625,21774325,212334225
2025-12-29 11:53:36,25982.2,26000,2025-12-30,PE,51.8,8.38,-0.5160,0.003300,-21.1807,5.8173,-0.4688,21701850,6746425,338928000
2025-12-29 11:53:41,25983.0,26000,2025-12-30,CE,49.75,8.93,0.4891,0.003100,-22.5811,5.8199,0.4043,32948625,21774325,212390250
2025-12-29 11:53:41,25983.0,26000,2025-12-30,PE,51.75,8.47,-0.5116,0.003200,-21.4219,5.8197,-0.4662,21701850,6746425,339003225
2025-12-29 11:53:47,25982.7,26000,2025-12-30,CE,50.2,8.61,0.4975,0.003200,-21.7811,5.8225,0.4024,32948625,21774325,212474025
2025-12-29 11:53:47,25982.7,26000,2025-12-30,PE,51.1,8.82,-0.5024,0.003100,-22.3217,5.8225,-0.4658,21701850,6746425,339101700
2025-12-29 11:53:52,25983.1,26000,2025-12-30,CE,50.0,8.88,0.4902,0.003100,-22.4690,5.8200,0.4044,32948625,21774325,212607600
